Query,n of total hits,n of nontarget,half n of total hits,Taxon dist HGT
scaffold25-size814602-gene-3.4,1,0.0,0.5,False
scaffold25-size814602-gene-3.5,17,0.0,8.5,False
scaffold25-size814602-gene-4.11,20,0.0,10.0,False
scaffold25-size814602-gene-4.13,18,0.0,9.0,False
scaffold25-size814602-gene-4.14,13,0.0,6.5,False
scaffold25-size814602-gene-4.15,15,0.0,7.5,False
scaffold25-size814602-gene-4.16,23,5.0,11.5,False
scaffold25-size814602-gene-4.17,22,0.0,11.0,False
scaffold25-size814602-gene-4.18,1,0.0,0.5,False
scaffold25-size814602-gene-4.19,20,15.0,10.0,True
scaffold25-size814602-gene-4.2,23,0.0,11.5,False
scaffold25-size814602-gene-4.20,23,7.0,11.5,False
scaffold25-size814602-gene-4.22,21,0.0,10.5,False
scaffold25-size814602-gene-4.23,16,15.0,8.0,True
scaffold25-size814602-gene-4.24,10,3.0,5.0,False
scaffold25-size814602-gene-4.25,20,0.0,10.0,False
scaffold25-size814602-gene-4.26,20,20.0,10.0,True
scaffold25-size814602-gene-4.27,18,0.0,9.0,False
scaffold25-size814602-gene-4.30,17,16.0,8.5,True
scaffold25-size814602-gene-4.31,12,0.0,6.0,False
scaffold25-size814602-gene-4.32,20,0.0,10.0,False
scaffold25-size814602-gene-4.33,22,20.0,11.0,True
scaffold25-size814602-gene-4.35,1,0.0,0.5,False
scaffold25-size814602-gene-4.6,18,0.0,9.0,False
scaffold25-size814602-gene-4.8,19,0.0,9.5,False
scaffold25-size814602-gene-4.9,19,0.0,9.5,False
scaffold25-size814602-gene-5.22,12,0.0,6.0,False
scaffold25-size814602-gene-5.23,1,0.0,0.5,False
scaffold25-size814602-gene-5.26,2,0.0,1.0,False
scaffold25-size814602-gene-5.27,1,0.0,0.5,False
scaffold25-size814602-gene-5.28,23,0.0,11.5,False
scaffold25-size814602-gene-5.30,16,9.0,8.0,True
scaffold25-size814602-gene-5.31,17,0.0,8.5,False
scaffold25-size814602-gene-5.32,21,1.0,10.5,False
scaffold25-size814602-gene-5.33,17,0.0,8.5,False
scaffold25-size814602-gene-5.34,21,0.0,10.5,False
scaffold25-size814602-gene-5.35,11,0.0,5.5,False
scaffold25-size814602-gene-5.36,2,0.0,1.0,False
scaffold25-size814602-gene-5.39,18,0.0,9.0,False
scaffold25-size814602-gene-5.40,2,0.0,1.0,False
scaffold25-size814602-gene-5.41,3,0.0,1.5,False
scaffold25-size814602-gene-5.43,12,1.0,6.0,False
scaffold25-size814602-gene-5.44,18,0.0,9.0,False
scaffold25-size814602-gene-5.45,11,0.0,5.5,False
scaffold25-size814602-gene-5.46,15,0.0,7.5,False
scaffold25-size814602-gene-5.47,23,1.0,11.5,False
scaffold25-size814602-gene-5.48,18,2.0,9.0,False
scaffold25-size814602-gene-5.50,19,13.0,9.5,True
scaffold25-size814602-gene-5.52,16,14.0,8.0,True
scaffold25-size814602-gene-6.0,16,3.0,8.0,False
scaffold25-size814602-gene-6.1,19,0.0,9.5,False
scaffold25-size814602-gene-6.12,9,1.0,4.5,False
scaffold25-size814602-gene-6.14,17,0.0,8.5,False
scaffold25-size814602-gene-6.16,3,0.0,1.5,False
scaffold25-size814602-gene-6.2,14,0.0,7.0,False
scaffold25-size814602-gene-6.25,2,0.0,1.0,False
scaffold25-size814602-gene-6.26,19,0.0,9.5,False
scaffold25-size814602-gene-6.28,15,0.0,7.5,False
scaffold25-size814602-gene-6.3,1,0.0,0.5,False
scaffold25-size814602-gene-6.30,19,1.0,9.5,False
scaffold25-size814602-gene-6.32,3,0.0,1.5,False
scaffold25-size814602-gene-6.33,13,0.0,6.5,False
scaffold25-size814602-gene-6.35,22,1.0,11.0,False
scaffold25-size814602-gene-6.36,21,0.0,10.5,False
scaffold25-size814602-gene-6.37,19,0.0,9.5,False
scaffold25-size814602-gene-6.4,21,0.0,10.5,False
scaffold25-size814602-gene-6.42,20,20.0,10.0,True
scaffold25-size814602-gene-6.43,20,0.0,10.0,False
scaffold25-size814602-gene-7.12,18,0.0,9.0,False
scaffold25-size814602-gene-7.16,2,0.0,1.0,False
scaffold25-size814602-gene-7.17,12,10.0,6.0,True
scaffold25-size814602-gene-7.18,10,0.0,5.0,False
scaffold25-size814602-gene-7.19,1,0.0,0.5,False
scaffold25-size814602-gene-7.20,16,0.0,8.0,False
scaffold25-size814602-gene-7.21,9,0.0,4.5,False
scaffold25-size814602-gene-7.22,17,16.0,8.5,True
scaffold25-size814602-gene-7.23,20,0.0,10.0,False
scaffold25-size814602-gene-7.24,19,15.0,9.5,True
scaffold25-size814602-gene-7.25,19,4.0,9.5,False
scaffold250-size201579-gene-0.2,21,0.0,10.5,False
scaffold250-size201579-gene-0.3,8,1.0,4.0,False
scaffold250-size201579-gene-0.4,2,0.0,1.0,False
scaffold250-size201579-gene-0.5,11,0.0,5.5,False
scaffold250-size201579-gene-0.6,22,0.0,11.0,False
scaffold250-size201579-gene-0.7,20,19.0,10.0,True
scaffold250-size201579-gene-0.8,16,0.0,8.0,False
scaffold250-size201579-gene-1.0,16,0.0,8.0,False
scaffold251-size99444-gene-0.10,1,0.0,0.5,False
scaffold251-size99444-gene-0.6,1,0.0,0.5,False
scaffold252-size78450-gene-0.14,1,0.0,0.5,False
scaffold252-size78450-gene-0.15,2,0.0,1.0,False
scaffold253-size100089-gene-0.2,1,0.0,0.5,False
scaffold253-size100089-gene-0.3,1,0.0,0.5,False
scaffold253-size100089-gene-0.9,1,0.0,0.5,False
scaffold254-size122792-gene-0.10,21,0.0,10.5,False
scaffold254-size122792-gene-0.3,13,0.0,6.5,False
scaffold254-size122792-gene-0.4,1,0.0,0.5,False
scaffold254-size122792-gene-0.5,18,0.0,9.0,False
scaffold254-size122792-gene-0.6,23,0.0,11.5,False
scaffold255-size111521-gene-0.0,1,0.0,0.5,False
scaffold255-size111521-gene-0.1,11,0.0,5.5,False
scaffold255-size111521-gene-0.16,23,0.0,11.5,False
scaffold255-size111521-gene-0.17,13,10.0,6.5,True
scaffold255-size111521-gene-0.18,14,0.0,7.0,False
scaffold255-size111521-gene-0.5,15,0.0,7.5,False
scaffold255-size111521-gene-0.7,18,18.0,9.0,True
scaffold255-size111521-gene-0.8,19,19.0,9.5,True
scaffold257-size121317-gene-0.10,22,0.0,11.0,False
scaffold257-size121317-gene-0.11,21,17.0,10.5,True
scaffold257-size121317-gene-0.12,17,13.0,8.5,True
scaffold257-size121317-gene-0.14,1,0.0,0.5,False
scaffold257-size121317-gene-0.15,20,0.0,10.0,False
scaffold257-size121317-gene-0.16,17,0.0,8.5,False
scaffold257-size121317-gene-0.17,21,0.0,10.5,False
scaffold257-size121317-gene-0.5,1,0.0,0.5,False
scaffold257-size121317-gene-0.6,22,0.0,11.0,False
scaffold257-size121317-gene-0.9,20,0.0,10.0,False
scaffold258-size106798-gene-0.2,2,2.0,1.0,True
scaffold258-size106798-gene-0.6,1,0.0,0.5,False
scaffold259-size140796-gene-0.13,21,19.0,10.5,True
scaffold259-size140796-gene-0.14,22,4.0,11.0,False
scaffold259-size140796-gene-0.17,22,22.0,11.0,True
scaffold259-size140796-gene-0.18,24,20.0,12.0,True
scaffold259-size140796-gene-0.19,1,0.0,0.5,False
scaffold259-size140796-gene-0.20,23,0.0,11.5,False
scaffold259-size140796-gene-0.23,3,0.0,1.5,False
scaffold259-size140796-gene-0.24,20,0.0,10.0,False
scaffold26-size422276-gene-0.10,21,0.0,10.5,False
scaffold26-size422276-gene-0.13,7,7.0,3.5,True
scaffold26-size422276-gene-0.18,19,0.0,9.5,False
scaffold26-size422276-gene-0.21,23,15.0,11.5,True
scaffold26-size422276-gene-0.22,22,0.0,11.0,False
scaffold26-size422276-gene-0.4,2,0.0,1.0,False
scaffold26-size422276-gene-0.5,20,17.0,10.0,True
scaffold26-size422276-gene-1.10,17,0.0,8.5,False
scaffold26-size422276-gene-1.4,7,0.0,3.5,False
scaffold26-size422276-gene-1.6,21,0.0,10.5,False
scaffold26-size422276-gene-1.7,21,1.0,10.5,False
scaffold26-size422276-gene-1.9,18,5.0,9.0,False
scaffold26-size422276-gene-2.0,16,0.0,8.0,False
scaffold26-size422276-gene-2.1,24,24.0,12.0,True
scaffold26-size422276-gene-2.11,14,1.0,7.0,False
scaffold26-size422276-gene-2.14,9,0.0,4.5,False
scaffold26-size422276-gene-2.7,1,0.0,0.5,False
scaffold26-size422276-gene-3.0,20,0.0,10.0,False
scaffold26-size422276-gene-3.10,19,0.0,9.5,False
scaffold26-size422276-gene-3.11,5,1.0,2.5,False
scaffold26-size422276-gene-3.12,12,9.0,6.0,True
scaffold26-size422276-gene-3.13,3,0.0,1.5,False
scaffold26-size422276-gene-3.14,18,0.0,9.0,False
scaffold26-size422276-gene-3.15,2,0.0,1.0,False
scaffold26-size422276-gene-3.4,15,0.0,7.5,False
scaffold26-size422276-gene-3.6,17,0.0,8.5,False
scaffold26-size422276-gene-3.7,19,0.0,9.5,False
scaffold26-size422276-gene-3.8,23,0.0,11.5,False
scaffold26-size422276-gene-3.9,14,0.0,7.0,False
scaffold260-size99906-gene-0.3,23,22.0,11.5,True
scaffold260-size99906-gene-0.8,11,11.0,5.5,True
scaffold261-size102975-gene-0.0,17,0.0,8.5,False
scaffold261-size102975-gene-0.1,23,0.0,11.5,False
scaffold261-size102975-gene-0.10,15,7.0,7.5,False
scaffold261-size102975-gene-0.11,22,22.0,11.0,True
scaffold261-size102975-gene-0.14,13,0.0,6.5,False
scaffold261-size102975-gene-0.15,13,0.0,6.5,False
scaffold261-size102975-gene-0.16,24,0.0,12.0,False
scaffold261-size102975-gene-0.17,23,0.0,11.5,False
scaffold261-size102975-gene-0.18,2,0.0,1.0,False
scaffold261-size102975-gene-0.2,12,0.0,6.0,False
scaffold261-size102975-gene-0.3,23,0.0,11.5,False
scaffold261-size102975-gene-0.5,1,0.0,0.5,False
scaffold261-size102975-gene-0.8,10,10.0,5.0,True
scaffold261-size102975-gene-0.9,16,6.0,8.0,False
scaffold263-size75825-gene-0.0,3,0.0,1.5,False
scaffold263-size75825-gene-0.2,5,1.0,2.5,False
scaffold264-size75701-gene-0.0,9,9.0,4.5,True
scaffold265-size75487-gene-0.5,6,0.0,3.0,False
scaffold266-size96013-gene-0.10,19,0.0,9.5,False
scaffold266-size96013-gene-0.2,16,0.0,8.0,False
scaffold266-size96013-gene-0.3,20,0.0,10.0,False
scaffold266-size96013-gene-0.4,19,0.0,9.5,False
scaffold266-size96013-gene-0.5,7,6.0,3.5,True
scaffold266-size96013-gene-0.6,9,0.0,4.5,False
scaffold266-size96013-gene-0.8,16,1.0,8.0,False
scaffold267-size152259-gene-0.12,2,0.0,1.0,False
scaffold267-size152259-gene-0.13,1,0.0,0.5,False
scaffold267-size152259-gene-0.14,23,16.0,11.5,True
scaffold267-size152259-gene-0.17,1,0.0,0.5,False
scaffold267-size152259-gene-0.18,12,0.0,6.0,False
scaffold267-size152259-gene-0.2,18,0.0,9.0,False
scaffold267-size152259-gene-0.6,13,12.0,6.5,True
scaffold267-size152259-gene-0.7,1,0.0,0.5,False
scaffold267-size152259-gene-0.8,2,0.0,1.0,False
scaffold269-size140270-gene-0.10,19,0.0,9.5,False
scaffold269-size140270-gene-0.2,19,14.0,9.5,True
scaffold269-size140270-gene-0.3,1,0.0,0.5,False
scaffold269-size140270-gene-0.5,20,6.0,10.0,False
scaffold269-size140270-gene-0.6,18,17.0,9.0,True
scaffold269-size140270-gene-0.7,17,0.0,8.5,False
scaffold269-size140270-gene-0.8,14,1.0,7.0,False
scaffold269-size140270-gene-0.9,24,0.0,12.0,False
scaffold27-size309106-gene-0.2,18,10.0,9.0,True
scaffold27-size309106-gene-0.5,16,0.0,8.0,False
scaffold27-size309106-gene-0.7,1,0.0,0.5,False
scaffold27-size309106-gene-1.7,10,0.0,5.0,False
scaffold270-size74422-gene-0.5,16,0.0,8.0,False
scaffold270-size74422-gene-0.6,19,0.0,9.5,False
scaffold271-size74334-gene-0.15,19,0.0,9.5,False
scaffold271-size74334-gene-0.16,2,0.0,1.0,False
scaffold271-size74334-gene-0.17,23,0.0,11.5,False
scaffold271-size74334-gene-0.18,20,6.0,10.0,False
scaffold271-size74334-gene-0.19,21,0.0,10.5,False
scaffold271-size74334-gene-0.20,21,10.0,10.5,False
scaffold271-size74334-gene-0.21,16,13.0,8.0,True
scaffold271-size74334-gene-0.23,20,0.0,10.0,False
scaffold271-size74334-gene-0.24,17,0.0,8.5,False
scaffold271-size74334-gene-0.27,19,0.0,9.5,False
scaffold271-size74334-gene-0.28,14,0.0,7.0,False
scaffold271-size74334-gene-0.30,20,19.0,10.0,True
scaffold271-size74334-gene-0.31,20,0.0,10.0,False
scaffold271-size74334-gene-0.32,3,0.0,1.5,False
scaffold271-size74334-gene-0.33,21,0.0,10.5,False
scaffold271-size74334-gene-0.34,21,0.0,10.5,False
scaffold272-size90480-gene-0.0,1,0.0,0.5,False
scaffold272-size90480-gene-0.2,13,3.0,6.5,False
scaffold272-size90480-gene-0.4,12,0.0,6.0,False
scaffold274-size73738-gene-0.11,22,22.0,11.0,True
scaffold274-size73738-gene-0.12,20,20.0,10.0,True
scaffold274-size73738-gene-0.5,23,0.0,11.5,False
scaffold274-size73738-gene-0.6,8,2.0,4.0,False
scaffold274-size73738-gene-0.9,23,22.0,11.5,True
scaffold275-size73261-gene-0.3,20,19.0,10.0,True
scaffold275-size73261-gene-0.5,18,17.0,9.0,True
scaffold275-size73261-gene-0.6,16,13.0,8.0,True
scaffold278-size71645-gene-0.3,1,0.0,0.5,False
scaffold28-size337214-gene-0.0,19,0.0,9.5,False
scaffold28-size337214-gene-0.2,1,0.0,0.5,False
scaffold28-size337214-gene-0.3,19,0.0,9.5,False
scaffold28-size337214-gene-1.0,12,4.0,6.0,False
scaffold28-size337214-gene-1.1,17,15.0,8.5,True
scaffold28-size337214-gene-1.12,15,0.0,7.5,False
scaffold28-size337214-gene-1.14,13,0.0,6.5,False
scaffold28-size337214-gene-1.16,13,11.0,6.5,True
scaffold28-size337214-gene-1.17,1,0.0,0.5,False
scaffold28-size337214-gene-1.18,21,1.0,10.5,False
scaffold28-size337214-gene-1.19,1,0.0,0.5,False
scaffold28-size337214-gene-1.2,2,0.0,1.0,False
scaffold28-size337214-gene-1.20,3,0.0,1.5,False
scaffold28-size337214-gene-1.23,24,0.0,12.0,False
scaffold28-size337214-gene-1.24,1,0.0,0.5,False
scaffold28-size337214-gene-1.26,19,18.0,9.5,True
scaffold28-size337214-gene-1.27,21,0.0,10.5,False
scaffold28-size337214-gene-1.28,17,16.0,8.5,True
scaffold28-size337214-gene-1.29,18,0.0,9.0,False
scaffold28-size337214-gene-1.34,19,19.0,9.5,True
scaffold28-size337214-gene-1.35,2,0.0,1.0,False
scaffold28-size337214-gene-1.37,1,0.0,0.5,False
scaffold28-size337214-gene-1.38,23,23.0,11.5,True
scaffold28-size337214-gene-1.39,20,0.0,10.0,False
scaffold28-size337214-gene-1.4,6,0.0,3.0,False
scaffold28-size337214-gene-1.40,7,5.0,3.5,True
scaffold28-size337214-gene-1.6,23,2.0,11.5,False
scaffold28-size337214-gene-1.8,20,0.0,10.0,False
scaffold28-size337214-gene-1.9,21,4.0,10.5,False
scaffold28-size337214-gene-2.11,5,5.0,2.5,True
scaffold28-size337214-gene-2.12,1,0.0,0.5,False
scaffold28-size337214-gene-2.2,22,1.0,11.0,False
scaffold28-size337214-gene-2.22,21,16.0,10.5,True
scaffold28-size337214-gene-2.24,23,22.0,11.5,True
scaffold28-size337214-gene-2.25,20,0.0,10.0,False
scaffold28-size337214-gene-2.26,19,0.0,9.5,False
scaffold28-size337214-gene-2.27,23,0.0,11.5,False
scaffold28-size337214-gene-2.3,5,0.0,2.5,False
scaffold28-size337214-gene-2.31,20,16.0,10.0,True
scaffold28-size337214-gene-2.34,14,0.0,7.0,False
scaffold28-size337214-gene-2.36,15,0.0,7.5,False
scaffold28-size337214-gene-2.37,16,0.0,8.0,False
scaffold28-size337214-gene-2.39,7,0.0,3.5,False
scaffold28-size337214-gene-2.40,22,0.0,11.0,False
scaffold28-size337214-gene-2.41,2,0.0,1.0,False
scaffold28-size337214-gene-2.42,23,0.0,11.5,False
scaffold28-size337214-gene-2.8,13,12.0,6.5,True
scaffold280-size71428-gene-0.0,19,0.0,9.5,False
scaffold280-size71428-gene-0.3,1,0.0,0.5,False
scaffold281-size91694-gene-0.13,1,0.0,0.5,False
scaffold281-size91694-gene-0.14,15,0.0,7.5,False
scaffold281-size91694-gene-0.16,19,8.0,9.5,False
scaffold281-size91694-gene-0.17,2,0.0,1.0,False
scaffold281-size91694-gene-0.22,15,6.0,7.5,False
scaffold281-size91694-gene-0.23,2,0.0,1.0,False
scaffold281-size91694-gene-0.24,23,1.0,11.5,False
scaffold281-size91694-gene-0.25,13,12.0,6.5,True
scaffold281-size91694-gene-0.26,2,0.0,1.0,False
scaffold281-size91694-gene-0.27,3,0.0,1.5,False
scaffold282-size71339-gene-0.0,17,17.0,8.5,True
scaffold282-size71339-gene-0.1,1,0.0,0.5,False
scaffold282-size71339-gene-0.2,24,23.0,12.0,True
scaffold283-size153440-gene-0.3,24,0.0,12.0,False
scaffold284-size70394-gene-0.0,3,2.0,1.5,True
scaffold285-size70360-gene-0.9,18,18.0,9.0,True
scaffold286-size114106-gene-0.16,1,0.0,0.5,False
scaffold286-size114106-gene-0.17,22,17.0,11.0,True
scaffold286-size114106-gene-0.5,1,0.0,0.5,False
scaffold286-size114106-gene-0.6,19,0.0,9.5,False
scaffold286-size114106-gene-0.7,15,14.0,7.5,True
scaffold286-size114106-gene-0.8,9,0.0,4.5,False
scaffold287-size69647-gene-0.3,21,1.0,10.5,False
scaffold287-size69647-gene-0.4,11,0.0,5.5,False
scaffold287-size69647-gene-0.5,17,0.0,8.5,False
scaffold287-size69647-gene-0.6,3,0.0,1.5,False
scaffold287-size69647-gene-0.7,23,0.0,11.5,False
scaffold287-size69647-gene-0.8,22,0.0,11.0,False
scaffold288-size69553-gene-0.0,15,15.0,7.5,True
scaffold288-size69553-gene-0.4,1,0.0,0.5,False
scaffold288-size69553-gene-0.5,16,15.0,8.0,True
scaffold29-size375863-gene-0.10,20,0.0,10.0,False
scaffold29-size375863-gene-0.3,19,18.0,9.5,True
scaffold29-size375863-gene-0.5,3,0.0,1.5,False
scaffold29-size375863-gene-0.6,21,0.0,10.5,False
scaffold29-size375863-gene-0.7,19,0.0,9.5,False
scaffold29-size375863-gene-0.8,18,1.0,9.0,False
scaffold29-size375863-gene-1.12,1,0.0,0.5,False
scaffold29-size375863-gene-1.15,20,0.0,10.0,False
scaffold29-size375863-gene-1.17,23,22.0,11.5,True
scaffold29-size375863-gene-1.18,1,0.0,0.5,False
scaffold29-size375863-gene-1.21,14,0.0,7.0,False
scaffold29-size375863-gene-1.26,14,1.0,7.0,False
scaffold29-size375863-gene-1.27,3,0.0,1.5,False
scaffold29-size375863-gene-1.28,14,0.0,7.0,False
scaffold29-size375863-gene-1.29,19,15.0,9.5,True
scaffold29-size375863-gene-1.30,22,0.0,11.0,False
scaffold29-size375863-gene-1.32,21,17.0,10.5,True
scaffold29-size375863-gene-1.33,1,0.0,0.5,False
scaffold29-size375863-gene-2.12,23,0.0,11.5,False
scaffold29-size375863-gene-2.13,22,17.0,11.0,True
scaffold29-size375863-gene-2.15,3,0.0,1.5,False
scaffold29-size375863-gene-2.16,20,15.0,10.0,True
scaffold29-size375863-gene-2.17,1,0.0,0.5,False
scaffold29-size375863-gene-2.22,23,1.0,11.5,False
scaffold29-size375863-gene-2.23,22,0.0,11.0,False
scaffold29-size375863-gene-2.26,22,1.0,11.0,False
scaffold29-size375863-gene-2.8,15,1.0,7.5,False
scaffold290-size69112-gene-0.0,24,19.0,12.0,True
scaffold290-size69112-gene-0.1,22,21.0,11.0,True
scaffold290-size69112-gene-0.3,19,8.0,9.5,False
scaffold290-size69112-gene-0.6,5,1.0,2.5,False
scaffold290-size69112-gene-0.7,20,16.0,10.0,True
scaffold291-size85334-gene-0.11,23,0.0,11.5,False
scaffold291-size85334-gene-0.12,1,0.0,0.5,False
scaffold291-size85334-gene-0.13,9,0.0,4.5,False
scaffold291-size85334-gene-0.15,2,0.0,1.0,False
scaffold291-size85334-gene-0.17,20,0.0,10.0,False
scaffold291-size85334-gene-0.18,19,1.0,9.5,False
scaffold291-size85334-gene-0.9,14,0.0,7.0,False
scaffold292-size154324-gene-0.12,24,0.0,12.0,False
scaffold292-size154324-gene-0.16,18,0.0,9.0,False
scaffold292-size154324-gene-0.3,14,3.0,7.0,False
scaffold292-size154324-gene-0.6,2,2.0,1.0,True
scaffold293-size138332-gene-0.0,17,0.0,8.5,False
scaffold293-size138332-gene-0.10,15,5.0,7.5,False
scaffold293-size138332-gene-0.11,9,0.0,4.5,False
scaffold293-size138332-gene-0.12,20,0.0,10.0,False
scaffold293-size138332-gene-0.2,21,1.0,10.5,False
scaffold293-size138332-gene-0.5,13,12.0,6.5,True
scaffold293-size138332-gene-0.7,21,0.0,10.5,False
scaffold293-size138332-gene-0.8,22,0.0,11.0,False
scaffold293-size138332-gene-0.9,23,17.0,11.5,True
scaffold294-size126245-gene-0.10,1,0.0,0.5,False
scaffold294-size126245-gene-0.11,1,0.0,0.5,False
scaffold294-size126245-gene-0.4,22,3.0,11.0,False
scaffold294-size126245-gene-0.6,1,0.0,0.5,False
scaffold294-size126245-gene-0.7,1,0.0,0.5,False
scaffold294-size126245-gene-0.9,5,0.0,2.5,False
scaffold297-size104636-gene-0.0,7,0.0,3.5,False
scaffold297-size104636-gene-0.3,17,0.0,8.5,False
scaffold297-size104636-gene-0.5,7,0.0,3.5,False
scaffold298-size67706-gene-0.1,1,1.0,0.5,True
scaffold298-size67706-gene-0.12,17,17.0,8.5,True
scaffold298-size67706-gene-0.7,3,0.0,1.5,False
scaffold298-size67706-gene-0.8,3,0.0,1.5,False
scaffold299-size107496-gene-0.5,14,0.0,7.0,False
scaffold3-size561198-gene-0.0,16,1.0,8.0,False
scaffold3-size561198-gene-0.11,21,0.0,10.5,False
scaffold3-size561198-gene-0.12,11,0.0,5.5,False
scaffold3-size561198-gene-0.16,15,0.0,7.5,False
scaffold3-size561198-gene-0.18,24,0.0,12.0,False
scaffold3-size561198-gene-0.3,1,0.0,0.5,False
scaffold3-size561198-gene-0.4,1,0.0,0.5,False
scaffold3-size561198-gene-0.7,1,0.0,0.5,False
scaffold3-size561198-gene-0.8,2,0.0,1.0,False
scaffold3-size561198-gene-0.9,3,0.0,1.5,False
scaffold3-size561198-gene-1.27,1,0.0,0.5,False
scaffold3-size561198-gene-1.28,1,0.0,0.5,False
scaffold3-size561198-gene-1.29,22,12.0,11.0,True
scaffold3-size561198-gene-1.31,22,0.0,11.0,False
scaffold3-size561198-gene-1.32,11,0.0,5.5,False
scaffold3-size561198-gene-1.34,18,0.0,9.0,False
scaffold3-size561198-gene-1.35,3,0.0,1.5,False
scaffold3-size561198-gene-1.37,10,0.0,5.0,False
scaffold3-size561198-gene-1.38,1,0.0,0.5,False
scaffold3-size561198-gene-1.40,17,0.0,8.5,False
scaffold3-size561198-gene-1.41,18,0.0,9.0,False
scaffold3-size561198-gene-1.43,16,0.0,8.0,False
scaffold3-size561198-gene-1.45,11,9.0,5.5,True
scaffold3-size561198-gene-1.47,20,20.0,10.0,True
scaffold3-size561198-gene-1.49,22,0.0,11.0,False
scaffold3-size561198-gene-1.50,11,0.0,5.5,False
scaffold3-size561198-gene-1.52,21,0.0,10.5,False
scaffold3-size561198-gene-2.21,10,8.0,5.0,True
scaffold3-size561198-gene-2.23,23,0.0,11.5,False
scaffold3-size561198-gene-2.24,21,1.0,10.5,False
scaffold3-size561198-gene-2.26,18,0.0,9.0,False
scaffold3-size561198-gene-2.27,2,0.0,1.0,False
scaffold3-size561198-gene-2.28,21,13.0,10.5,True
scaffold3-size561198-gene-2.29,21,0.0,10.5,False
scaffold3-size561198-gene-2.30,17,0.0,8.5,False
scaffold3-size561198-gene-2.31,18,0.0,9.0,False
scaffold3-size561198-gene-2.33,19,0.0,9.5,False
scaffold3-size561198-gene-2.34,14,0.0,7.0,False
scaffold3-size561198-gene-2.36,21,8.0,10.5,False
scaffold3-size561198-gene-2.37,2,1.0,1.0,False
scaffold3-size561198-gene-2.38,16,0.0,8.0,False
scaffold3-size561198-gene-2.39,10,9.0,5.0,True
scaffold3-size561198-gene-2.41,22,0.0,11.0,False
scaffold3-size561198-gene-2.43,2,0.0,1.0,False
scaffold3-size561198-gene-2.44,21,0.0,10.5,False
scaffold3-size561198-gene-2.45,23,0.0,11.5,False
scaffold3-size561198-gene-2.46,21,2.0,10.5,False
scaffold3-size561198-gene-2.48,6,0.0,3.0,False
scaffold3-size561198-gene-2.49,15,0.0,7.5,False
scaffold3-size561198-gene-2.50,2,0.0,1.0,False
scaffold3-size561198-gene-2.52,18,17.0,9.0,True
scaffold3-size561198-gene-2.54,17,0.0,8.5,False
scaffold3-size561198-gene-3.26,5,0.0,2.5,False
scaffold3-size561198-gene-3.28,2,0.0,1.0,False
scaffold3-size561198-gene-3.29,7,0.0,3.5,False
scaffold3-size561198-gene-3.30,4,0.0,2.0,False
scaffold3-size561198-gene-3.33,23,0.0,11.5,False
scaffold3-size561198-gene-3.34,7,6.0,3.5,True
scaffold3-size561198-gene-3.36,22,21.0,11.0,True
scaffold3-size561198-gene-3.38,17,1.0,8.5,False
scaffold3-size561198-gene-3.39,1,0.0,0.5,False
scaffold3-size561198-gene-3.40,12,0.0,6.0,False
scaffold3-size561198-gene-3.42,23,2.0,11.5,False
scaffold3-size561198-gene-3.44,23,16.0,11.5,True
scaffold3-size561198-gene-3.45,16,0.0,8.0,False
scaffold3-size561198-gene-3.48,21,0.0,10.5,False
scaffold3-size561198-gene-3.49,19,0.0,9.5,False
scaffold3-size561198-gene-3.54,7,0.0,3.5,False
scaffold3-size561198-gene-3.55,13,2.0,6.5,False
scaffold3-size561198-gene-3.59,22,0.0,11.0,False
scaffold3-size561198-gene-3.63,1,0.0,0.5,False
scaffold3-size561198-gene-4.19,19,0.0,9.5,False
scaffold3-size561198-gene-4.22,1,1.0,0.5,True
scaffold3-size561198-gene-4.23,17,0.0,8.5,False
scaffold3-size561198-gene-4.24,1,0.0,0.5,False
scaffold3-size561198-gene-4.27,24,0.0,12.0,False
scaffold3-size561198-gene-4.28,9,8.0,4.5,True
scaffold3-size561198-gene-4.29,3,0.0,1.5,False
scaffold3-size561198-gene-4.31,17,0.0,8.5,False
scaffold3-size561198-gene-4.32,12,6.0,6.0,False
scaffold3-size561198-gene-4.35,13,12.0,6.5,True
scaffold3-size561198-gene-4.36,17,0.0,8.5,False
scaffold3-size561198-gene-4.39,15,9.0,7.5,True
scaffold3-size561198-gene-4.40,15,0.0,7.5,False
scaffold3-size561198-gene-4.41,22,0.0,11.0,False
scaffold3-size561198-gene-4.42,22,0.0,11.0,False
scaffold3-size561198-gene-4.43,14,0.0,7.0,False
scaffold30-size456594-gene-0.29,23,0.0,11.5,False
scaffold30-size456594-gene-0.31,22,0.0,11.0,False
scaffold30-size456594-gene-0.33,18,13.0,9.0,True
scaffold30-size456594-gene-0.34,1,0.0,0.5,False
scaffold30-size456594-gene-0.35,9,0.0,4.5,False
scaffold30-size456594-gene-0.37,1,0.0,0.5,False
scaffold30-size456594-gene-0.38,17,1.0,8.5,False
scaffold30-size456594-gene-0.39,19,0.0,9.5,False
scaffold30-size456594-gene-0.40,22,1.0,11.0,False
scaffold30-size456594-gene-0.41,20,0.0,10.0,False
scaffold30-size456594-gene-0.42,12,9.0,6.0,True
scaffold30-size456594-gene-0.43,1,0.0,0.5,False
scaffold30-size456594-gene-0.45,23,21.0,11.5,True
scaffold30-size456594-gene-0.46,17,0.0,8.5,False
