Query,Alien index (AI),AI > 30,HGT index (hU),hU >= 30,Evalue,Top species Evalue,Superkingdom
scaffold342-size154903-gene-0.14,-151.43998788654486,False,-264.2,False,1.6999999999999995e-66,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold343-size56948-gene-0.2,-52.08398840150915,False,-119.4,False,2.4e-23,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold343-size56948-gene-0.3,-92.0080935399575,False,-178.3,False,1.1e-40,Aplysia californica,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Euopisthobranchia;Aplysiida;Aplysioidea;Aplysiidae;Aplysia
scaffold343-size56948-gene-0.4,133.21346315703343,True,237.7,True,1.3999999999999993e-58,Micromonospora siamensis,cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora
scaffold343-size56948-gene-0.5,-102.77657852998024,False,-148.29999999999998,False,2.1999999999999996e-68,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold343-size56948-gene-0.6,-51.272057684959236,False,-73.9,False,4e-26,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold343-size56948-gene-0.7,-5.848363703467309,False,-8.399999999999999,False,1.5e-06,Monodelphis domestica,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Metatheria;Didelphimorphia;Didelphidae;Didelphinae;Monodelphis
scaffold345-size56639-gene-0.3,-43.85447728254469,False,-107.8,False,9e-20,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold345-size56639-gene-0.4,-67.71657623668577,False,-142.1,False,3.8999999999999996e-30,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold345-size56639-gene-0.9,-410.47633269236394,False,-637.9,False,5.399999999999996e-179,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold347-size117011-gene-0.3,-104.820301989058,False,-195.3,False,2.999999999999999e-46,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold347-size117011-gene-0.6,-37.68533155819926,False,-99.8,False,4.3e-17,Theobroma cacao,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Malvales;Malvaceae;Byttnerioideae;Theobroma
scaffold347-size117011-gene-0.8,-46.46721730384258,False,-112.1,False,6.6e-21,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold347-size117011-gene-0.9,-230.1558551453445,False,-332.1,False,4.099999999999999e-139,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold348-size55995-gene-0.10,-78.19258298199323,False,-157.5,False,1.1000000000000002e-34,Amniculicola lignicola CBS 123094,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Amniculicolaceae;Amniculicola;Amniculicola lignicola
scaffold348-size55995-gene-0.11,-230.8563463001602,False,-378.6,False,5.499999999999997e-101,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold348-size55995-gene-0.12,-126.00032622850011,False,-226.5,False,1.9e-55,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold348-size55995-gene-0.13,-460.51701859880916,False,-1295.8,False,0.0,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold348-size55995-gene-0.6,160.39249914921893,True,276.2,True,2.2e-70,Planctomycetes bacterium,cellular organisms;Bacteria;PVC group;Planctomycetes;unclassified Planctomycetes
scaffold348-size55995-gene-0.7,-170.62182054017123,False,-246.2,False,5.399999999999997e-136,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold348-size55995-gene-0.8,-116.20806431107421,False,-212.6,False,3.399999999999999e-51,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold348-size55995-gene-0.9,-131.4098692301584,False,-234.6,False,8.5e-58,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold349-size55890-gene-0.4,-122.67886381485681,False,-473.4,False,5.799999999999993e-290,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-0.0,-86.85637964760134,False,-170.2,False,1.9e-38,Asparagus officinalis,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;Asparagales;Asparagaceae;Asparagoideae;Asparagus
scaffold35-size369762-gene-0.1,-69.71243106225734,False,-145.6,False,5.3e-31,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-0.2,-70.19678436569221,False,-101.30000000000001,False,1.6e-58,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-1.10,-457.4259761454508,False,-705.7,False,2.099999999999998e-199,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-1.11,-413.54902600705407,False,-643.3,False,2.499999999999998e-180,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-1.12,-396.9121365626806,False,-617.8,False,4.199999999999997e-173,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-1.13,-157.962080684715,False,-272.3,False,2.4999999999999997e-69,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-1.20,-126.11155186361034,False,-226.5,False,1.699999999999999e-55,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-1.21,-367.10528205939715,False,-575.5,False,3.699999999999998e-160,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-1.23,-107.05834856091447,False,-198.0,False,3.2e-47,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-1.24,-53.35993470546018,False,-121.7,False,6.700000000000001e-24,Phytophthora parasitica,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporales;Peronosporaceae;Phytophthora
scaffold35-size369762-gene-1.3,0.31015492830383984,False,0.3999999999999915,False,1.1e-06,Streptacidiphilus oryzae,cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptacidiphilus
scaffold35-size369762-gene-1.6,-141.88480702827692,False,-250.0,False,2.4e-62,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-1.9,-156.99130176755676,False,-270.8,False,6.599999999999998e-69,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-2.10,-114.5986263986401,False,-210.3,False,1.7e-50,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-2.14,-86.11193917265385,False,-169.1,False,4e-38,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-2.15,-1.316614440481903,False,-1.9000000000000057,False,2.6e-08,Handroanthus impetiginosus,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Lamiales;Bignoniaceae;Crescentiina;Tabebuia alliance;Handroanthus
scaffold35-size369762-gene-2.16,-105.9189142777261,False,-199.5,False,1e-46,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-2.17,-460.51701859786914,False,-740.0,False,9.399999999999991e-210,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-2.18,-84.00172597230726,False,-166.0,False,3.3000000000000002e-37,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold35-size369762-gene-2.19,41.3512214940885,True,105.1,True,1.1e-18,Hyella patelloides,cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pleurocapsales;Hyellaceae;Hyella;Hyella patelloides
scaffold35-size369762-gene-2.20,-460.51701859880916,False,-1029.2,False,2.0999999999999975e-296,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-2.21,-10.819778284410283,False,-60.5,False,2e-05,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold35-size369762-gene-2.26,-59.867212417845195,False,-86.30000000000001,False,1.3e-61,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold35-size369762-gene-2.8,2.3895964699836796,False,3.5,False,2.2e-23,Candidatus Amoebophilus asiaticus 5a2,cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Amoebophilaceae;Candidatus Amoebophilus;Candidatus Amoebophilus asiaticus
scaffold35-size369762-gene-2.9,-21.62001197274759,False,-31.19999999999999,False,3.0999999999999996e-67,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold350-size55354-gene-0.2,-105.086005154791,False,-196.1,False,2.3e-46,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold352-size55172-gene-0.3,-316.65808887871157,False,-456.8,False,2.399999999999998e-196,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold352-size55172-gene-0.6,-66.13311381065493,False,-140.2,False,1.9e-29,Fistulifera solaris,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae;Bacillariophycidae;Naviculales;Naviculaceae;Fistulifera
scaffold355-size54808-gene-0.0,1.6094379124340996,False,2.299999999999997,False,6e-15,Ferruginivarius sediminum,cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Ferruginivarius
scaffold355-size54808-gene-0.1,-229.42560017646946,False,-376.3,False,2.299999999999999e-100,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold356-size53990-gene-0.0,-40.79594410775167,False,-58.9,False,2.3e-22,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold356-size53990-gene-0.3,-7.047017346315645,False,-53.9,False,0.0008699999999999999,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold357-size69492-gene-0.1,-60.73471298554991,False,-134.4,False,4.1999999999999996e-27,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold357-size69492-gene-0.4,-50.25140693776084,False,-117.1,False,1.5e-22,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold358-size53312-gene-0.2,-282.0240439697952,False,-452.6,False,3.299999999999999e-123,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold358-size53312-gene-0.3,-161.93597909386122,False,-278.9,False,4.699999999999998e-71,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold358-size53312-gene-0.4,-77.33238171677012,False,-155.6,False,2.6e-34,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold358-size53312-gene-0.5,-144.88053930183094,False,-253.8,False,1.1999999999999996e-63,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold358-size53312-gene-0.6,-24.298816605753345,False,-79.3,False,2.8e-11,Raphidocelis subcapitata,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis
scaffold358-size53312-gene-0.7,-155.58253455058482,False,-269.2,False,2.6999999999999997e-68,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold358-size53312-gene-0.9,-205.56495154890604,False,-341.7,False,5.299999999999998e-90,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold359-size122194-gene-0.3,-52.07825772680017,False,-75.19999999999999,False,7e-48,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold359-size122194-gene-0.4,-93.18221338113376,False,-179.1,False,3.4e-41,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold359-size122194-gene-0.5,-17.22675827547993,False,-70.1,False,3.3e-08,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold36-size312986-gene-0.0,-201.26651163034043,False,-335.5,False,3.8999999999999994e-88,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-0.1,-235.53702403865643,False,-384.8,False,5.099999999999998e-103,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-0.11,-249.78785266787855,False,-405.2,False,3.299999999999999e-109,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-0.12,-99.70430617930391,False,-189.5,False,5e-44,Citrus clementina,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Sapindales;Rutaceae;Aurantioideae;Citrus
scaffold36-size312986-gene-0.13,29.46360257967686,False,89.0,True,1.6e-13,Rothia mucilaginosa DY-18,cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;Rothia mucilaginosa
scaffold36-size312986-gene-0.3,-12.816981727853147,False,-18.5,False,7.599999999999998e-35,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold36-size312986-gene-0.4,-9.028018815182229,False,-57.8,False,0.00012,Bondarzewia mesenterica,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Russulales;Bondarzewiaceae;Bondarzewia
scaffold36-size312986-gene-0.5,-460.51701858480914,False,-737.3,False,1.3999999999999985e-208,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-0.7,-92.87993250926083,False,-179.5,False,4.599999999999999e-41,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-0.9,-85.9767643942856,False,-124.0,False,8.699999999999994e-126,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-1.1,-291.89767855918166,False,-466.5,False,1.6999999999999991e-127,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-1.10,-117.19545096463209,False,-169.10000000000002,False,1.8999999999999998e-79,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold36-size312986-gene-1.13,-187.7472668885193,False,-315.1,False,2.9e-82,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-1.14,-120.65071556756453,False,-218.8,False,4e-53,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-1.15,-168.28716272728917,False,-288.1,False,8.199999999999996e-74,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-1.16,-80.96154193618243,False,-161.4,False,6.9e-36,Fistulifera solaris,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae;Bacillariophycidae;Naviculales;Naviculaceae;Fistulifera
scaffold36-size312986-gene-1.20,-48.017814716253746,False,-114.0,False,1.4000000000000002e-21,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-1.21,-166.653627263276,False,-285.4,False,4.199999999999999e-73,Tuber borchii,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;Pezizomycetes;Pezizales;Tuberaceae;Tuber
scaffold36-size312986-gene-1.22,-82.98737402725689,False,-164.5,False,9.1e-37,Penicillium rubens Wisconsin 54-1255,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Penicillium;Penicillium chrysogenum species complex;Penicillium rubens
scaffold36-size312986-gene-1.23,-160.99863495278925,False,-277.3,False,1.1999999999999993e-70,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-1.5,-75.57984296069534,False,-152.9,False,1.4999999999999999e-33,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-1.7,-33.796839050181305,False,-94.7,False,2.1e-15,Oryzias latipes,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Beloniformes;Adrianichthyoidei;Adrianichthyidae;Oryziinae;Oryzias
scaffold36-size312986-gene-2.11,-277.20180927856927,False,-445.3,False,4.099999999999996e-121,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-2.12,-30.54979234834641,False,-89.0,False,5.400000000000001e-14,Pseudo-nitzschia multistriata,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae;Bacillariophycidae;Bacillariales;Bacillariaceae;Pseudo-nitzschia
scaffold36-size312986-gene-2.13,-375.79940595897244,False,-589.0,False,6.1999999999999955e-164,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-2.14,-383.25077668454355,False,-599.7,False,3.599999999999998e-167,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-2.15,-424.0467207922952,False,-658.3,False,6.899999999999993e-185,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold36-size312986-gene-2.9,-90.49396580732773,False,-176.4,False,5e-40,Elysia chlorotica,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Sacoglossa;Placobranchoidea;Plakobranchidae;Elysia
scaffold360-size99907-gene-0.3,11.707081479411187,False,17.0,False,1.4e-35,Mycobacterium paraense,cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium simiae complex
scaffold360-size99907-gene-0.5,83.06741673493042,True,164.1,True,8.399999999999997e-37,Saccharothrix syringae,cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix
scaffold361-size95049-gene-0.0,-12.940041820610373,False,-63.5,False,2.4e-06,Coptotermes formosanus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Dictyoptera;Blattodea;Blattoidea;Termitoidae;Rhinotermitidae;Coptotermitinae;Coptotermes
scaffold361-size95049-gene-0.2,-24.495526899999398,False,-80.1,False,2.3e-11,Phytophthora fragariae,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporales;Peronosporaceae;Phytophthora
scaffold362-size69103-gene-0.0,-187.97906850257664,False,-316.6,False,2.2999999999999994e-82,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold362-size69103-gene-0.3,-58.64343698622307,False,-130.2,False,3.4e-26,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold362-size69103-gene-0.4,-15.476241764785925,False,-67.4,False,1.9e-07,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold364-size50425-gene-0.4,-74.17701929762424,False,-151.4,False,6.0999999999999995e-33,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold365-size107989-gene-0.0,-460.51701859880916,False,-1619.0,False,0.0,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold365-size107989-gene-0.1,-43.24402181782986,False,-62.400000000000006,False,5.799999999999999e-45,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold365-size107989-gene-0.3,-74.8539059573124,False,-151.8,False,3.1e-33,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold365-size107989-gene-0.5,297.6683552686679,True,475.3,True,5.299999999999997e-130,Cyanothece sp. SIO2G6,cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Cyanothecaceae;Cyanothece;unclassified Cyanothece
